article_index,article_id,API,provider,entity_type,count
27,PMC:11822879,Dictionary,Europe PMC,Gene_Proteins,5
27,PMC:11822879,Dictionary,Europe PMC,Experimental Methods,5
27,PMC:11822879,ML,Europe PMC,Organisms,256
27,PMC:11822879,ML,Europe PMC,Chemicals,21
27,PMC:11822879,ML,Europe PMC,Gene Ontology,42
27,PMC:11822879,ML,Europe PMC,Experimental Methods,5
27,PMC:11822879,ML,Europe PMC,Gene_Proteins,4
28,PMC:11825688,Dictionary,Europe PMC,Gene Ontology,86
28,PMC:11825688,Dictionary,Europe PMC,Diseases,29
28,PMC:11825688,Dictionary,Europe PMC,Experimental Methods,36
28,PMC:11825688,Dictionary,Europe PMC,Organisms,66
28,PMC:11825688,Dictionary,Europe PMC,Chemicals,57
28,PMC:11825688,Dictionary,Europe PMC,Gene_Proteins,156
28,PMC:11825688,Dictionary,Europe PMC,Resources,2
28,PMC:11825688,ML,Europe PMC,Diseases,33
28,PMC:11825688,ML,Europe PMC,Gene Ontology,80
28,PMC:11825688,ML,Europe PMC,Chemicals,51
28,PMC:11825688,ML,Europe PMC,Experimental Methods,26
28,PMC:11825688,ML,Europe PMC,Organisms,72
28,PMC:11825688,ML,Europe PMC,Gene_Proteins,190
29,PMC:11742215,Dictionary,Europe PMC,Chemicals,113
29,PMC:11742215,Dictionary,Europe PMC,Organisms,13
29,PMC:11742215,Dictionary,Europe PMC,Experimental Methods,2
29,PMC:11742215,Dictionary,Europe PMC,Gene_Proteins,90
29,PMC:11742215,Dictionary,Europe PMC,Diseases,11
29,PMC:11742215,Dictionary,Europe PMC,Gene Ontology,4
29,PMC:11742215,ML,Europe PMC,Chemicals,182
29,PMC:11742215,ML,Europe PMC,Organisms,18
29,PMC:11742215,ML,Europe PMC,Experimental Methods,3
29,PMC:11742215,ML,Europe PMC,Gene_Proteins,68
29,PMC:11742215,ML,Europe PMC,Diseases,13
29,PMC:11742215,ML,Europe PMC,Gene Ontology,1
29,PMC:11742215,ML,Metagenomics,Engineered,14
29,PMC:11742215,ML,Metagenomics,Body-Site,3
29,PMC:11742215,ML,Metagenomics,Treatment,136
29,PMC:11742215,ML,Metagenomics,Host,2
29,PMC:11742215,ML,Metagenomics,Place,24
29,PMC:11742215,ML,Metagenomics,Date,1
29,PMC:11742215,ML,Metagenomics,Gene,49
29,PMC:11742215,ML,Metagenomics,Sample-Material,8
29,PMC:11742215,ML,Metagenomics,State,105
29,PMC:11742215,ML,Metagenomics,Kit,2
29,PMC:11742215,ML,Metagenomics,Primer,4
30,PMC:11756801,Dictionary,Europe PMC,Organisms,175
30,PMC:11756801,Dictionary,Europe PMC,Gene Ontology,121
30,PMC:11756801,Dictionary,Europe PMC,Chemicals,82
30,PMC:11756801,Dictionary,Europe PMC,Diseases,122
30,PMC:11756801,Dictionary,Europe PMC,Gene_Proteins,13
30,PMC:11756801,Dictionary,Europe PMC,Experimental Methods,11
30,PMC:11756801,ML,Europe PMC,Diseases,107
30,PMC:11756801,ML,Europe PMC,Organisms,134
30,PMC:11756801,ML,Europe PMC,Gene Ontology,124
30,PMC:11756801,ML,Europe PMC,Chemicals,96
30,PMC:11756801,ML,Europe PMC,Gene_Proteins,20
30,PMC:11756801,ML,Europe PMC,Experimental Methods,12
30,PMC:11756801,ML,Metagenomics,Body-Site,10
30,PMC:11756801,ML,Metagenomics,Engineered,4
30,PMC:11756801,ML,Metagenomics,Treatment,80
30,PMC:11756801,ML,Metagenomics,Host,25
30,PMC:11756801,ML,Metagenomics,Place,2
30,PMC:11756801,ML,Metagenomics,Sample-Material,2
30,PMC:11756801,ML,Metagenomics,State,281
31,PMC:11738772,Dictionary,Europe PMC,Chemicals,131
31,PMC:11738772,Dictionary,Europe PMC,Gene_Proteins,111
31,PMC:11738772,Dictionary,Europe PMC,Gene Ontology,52
31,PMC:11738772,Dictionary,Europe PMC,Organisms,150
31,PMC:11738772,Dictionary,Europe PMC,Experimental Methods,27
31,PMC:11738772,Dictionary,Europe PMC,Diseases,5
31,PMC:11738772,ML,Europe PMC,Chemicals,123
31,PMC:11738772,ML,Europe PMC,Gene_Proteins,168
31,PMC:11738772,ML,Europe PMC,Gene Ontology,51
31,PMC:11738772,ML,Europe PMC,Organisms,107
31,PMC:11738772,ML,Europe PMC,Diseases,6
31,PMC:11738772,ML,Europe PMC,Experimental Methods,23
31,PMC:11738772,ML,Metagenomics,Body-Site,45
31,PMC:11738772,ML,Metagenomics,Engineered,4
31,PMC:11738772,ML,Metagenomics,Sequencing,3
31,PMC:11738772,ML,Metagenomics,Treatment,121
31,PMC:11738772,ML,Metagenomics,Host,47
31,PMC:11738772,ML,Metagenomics,Place,4
31,PMC:11738772,ML,Metagenomics,LCM,2
31,PMC:11738772,ML,Metagenomics,Sample-Material,19
31,PMC:11738772,ML,Metagenomics,Gene,15
31,PMC:11738772,ML,Metagenomics,LS,1
31,PMC:11738772,ML,Metagenomics,State,231
31,PMC:11738772,ML,Metagenomics,Kit,2
31,PMC:11738772,ML,Metagenomics,Primer,4
32,PMC:11784365,Dictionary,Europe PMC,Chemicals,106
32,PMC:11784365,Dictionary,Europe PMC,Gene Ontology,15
32,PMC:11784365,Dictionary,Europe PMC,Gene_Proteins,11
32,PMC:11784365,Dictionary,Europe PMC,Accession Numbers,3
32,PMC:11784365,Dictionary,Europe PMC,Experimental Methods,6
32,PMC:11784365,Dictionary,Europe PMC,Organisms,28
32,PMC:11784365,Dictionary,Europe PMC,Resources,1
32,PMC:11784365,ML,Europe PMC,Organisms,91
32,PMC:11784365,ML,Europe PMC,Chemicals,99
32,PMC:11784365,ML,Europe PMC,Gene Ontology,6
32,PMC:11784365,ML,Europe PMC,Experimental Methods,4
32,PMC:11784365,ML,Europe PMC,Gene_Proteins,9
32,PMC:11784365,ML,Metagenomics,Ecoregion,59
32,PMC:11784365,ML,Metagenomics,Engineered,11
32,PMC:11784365,ML,Metagenomics,Sequencing,5
32,PMC:11784365,ML,Metagenomics,Site,33
32,PMC:11784365,ML,Metagenomics,Treatment,2
32,PMC:11784365,ML,Metagenomics,Place,11
32,PMC:11784365,ML,Metagenomics,Date,3
32,PMC:11784365,ML,Metagenomics,LCM,2
32,PMC:11784365,ML,Metagenomics,Host,3
32,PMC:11784365,ML,Metagenomics,Sample-Material,56
32,PMC:11784365,ML,Metagenomics,LS,29
32,PMC:11784365,ML,Metagenomics,Gene,17
32,PMC:11784365,ML,Metagenomics,State,280
32,PMC:11784365,ML,Metagenomics,Kit,3
32,PMC:11784365,ML,Metagenomics,Primer,2
33,PMC:11762181,Dictionary,Europe PMC,Diseases,21
33,PMC:11762181,Dictionary,Europe PMC,Gene Ontology,5
33,PMC:11762181,Dictionary,Europe PMC,Organisms,55
33,PMC:11762181,Dictionary,Europe PMC,Gene_Proteins,6
33,PMC:11762181,Dictionary,Europe PMC,Chemicals,4
33,PMC:11762181,Dictionary,Europe PMC,Experimental Methods,3
33,PMC:11762181,ML,Europe PMC,Organisms,109
33,PMC:11762181,ML,Europe PMC,Diseases,17
33,PMC:11762181,ML,Europe PMC,Experimental Methods,5
33,PMC:11762181,ML,Europe PMC,Gene Ontology,6
33,PMC:11762181,ML,Europe PMC,Chemicals,3
33,PMC:11762181,ML,Metagenomics,Engineered,11
33,PMC:11762181,ML,Metagenomics,Treatment,58
33,PMC:11762181,ML,Metagenomics,Site,1
33,PMC:11762181,ML,Metagenomics,Place,2
33,PMC:11762181,ML,Metagenomics,Host,2
33,PMC:11762181,ML,Metagenomics,Sample-Material,14
33,PMC:11762181,ML,Metagenomics,Gene,1
33,PMC:11762181,ML,Metagenomics,State,59
34,PMC:11834575,Dictionary,Europe PMC,Diseases,43
34,PMC:11834575,Dictionary,Europe PMC,Organisms,160
34,PMC:11834575,Dictionary,Europe PMC,Gene_Proteins,38
34,PMC:11834575,Dictionary,Europe PMC,Experimental Methods,9
34,PMC:11834575,Dictionary,Europe PMC,Chemicals,50
34,PMC:11834575,Dictionary,Europe PMC,Gene Ontology,1
34,PMC:11834575,ML,Europe PMC,Organisms,159
34,PMC:11834575,ML,Europe PMC,Diseases,62
34,PMC:11834575,ML,Europe PMC,Experimental Methods,20
34,PMC:11834575,ML,Europe PMC,Chemicals,43
34,PMC:11834575,ML,Europe PMC,Gene_Proteins,22
34,PMC:11834575,ML,Europe PMC,Gene Ontology,2
34,PMC:11834575,ML,Metagenomics,Body-Site,6
34,PMC:11834575,ML,Metagenomics,Sequencing,5
34,PMC:11834575,ML,Metagenomics,Engineered,1
34,PMC:11834575,ML,Metagenomics,Treatment,42
34,PMC:11834575,ML,Metagenomics,Site,1
34,PMC:11834575,ML,Metagenomics,Host,14
34,PMC:11834575,ML,Metagenomics,Place,13
34,PMC:11834575,ML,Metagenomics,LCM,1
34,PMC:11834575,ML,Metagenomics,Sample-Material,10
34,PMC:11834575,ML,Metagenomics,Gene,8
34,PMC:11834575,ML,Metagenomics,LS,2
34,PMC:11834575,ML,Metagenomics,State,84
34,PMC:11834575,ML,Metagenomics,Kit,1
35,PMC:11828985,Dictionary,Europe PMC,Chemicals,229
35,PMC:11828985,Dictionary,Europe PMC,Gene Ontology,73
35,PMC:11828985,Dictionary,Europe PMC,Gene_Proteins,111
35,PMC:11828985,Dictionary,Europe PMC,Organisms,41
35,PMC:11828985,Dictionary,Europe PMC,Experimental Methods,4
35,PMC:11828985,Dictionary,Europe PMC,Accession Numbers,1
35,PMC:11828985,Dictionary,Europe PMC,Resources,4
35,PMC:11828985,ML,Europe PMC,Chemicals,190
35,PMC:11828985,ML,Europe PMC,Organisms,131
35,PMC:11828985,ML,Europe PMC,Gene Ontology,43
35,PMC:11828985,ML,Europe PMC,Gene_Proteins,142
35,PMC:11828985,ML,Metagenomics,Ecoregion,74
35,PMC:11828985,ML,Metagenomics,Engineered,3
35,PMC:11828985,ML,Metagenomics,Site,51
35,PMC:11828985,ML,Metagenomics,Treatment,6
35,PMC:11828985,ML,Metagenomics,Place,43
35,PMC:11828985,ML,Metagenomics,Sample-Material,68
35,PMC:11828985,ML,Metagenomics,Gene,117
35,PMC:11828985,ML,Metagenomics,LS,10
35,PMC:11828985,ML,Metagenomics,State,352
36,PMC:11737694,Dictionary,Europe PMC,Experimental Methods,20
36,PMC:11737694,Dictionary,Europe PMC,Organisms,15
36,PMC:11737694,Dictionary,Europe PMC,Gene_Proteins,101
36,PMC:11737694,Dictionary,Europe PMC,Diseases,19
36,PMC:11737694,Dictionary,Europe PMC,Gene Ontology,12
36,PMC:11737694,Dictionary,Europe PMC,Chemicals,58
36,PMC:11737694,ML,Europe PMC,Organisms,31
36,PMC:11737694,ML,Europe PMC,Experimental Methods,9
36,PMC:11737694,ML,Europe PMC,Gene_Proteins,115
36,PMC:11737694,ML,Europe PMC,Diseases,19
36,PMC:11737694,ML,Europe PMC,Gene Ontology,11
36,PMC:11737694,ML,Europe PMC,Chemicals,46
36,PMC:11737694,ML,Metagenomics,Body-Site,25
36,PMC:11737694,ML,Metagenomics,Engineered,33
36,PMC:11737694,ML,Metagenomics,Treatment,51
36,PMC:11737694,ML,Metagenomics,Place,3
36,PMC:11737694,ML,Metagenomics,Host,27
36,PMC:11737694,ML,Metagenomics,Date,2
36,PMC:11737694,ML,Metagenomics,Sample-Material,21
36,PMC:11737694,ML,Metagenomics,Gene,129
36,PMC:11737694,ML,Metagenomics,LS,2
36,PMC:11737694,ML,Metagenomics,State,231
36,PMC:11737694,ML,Metagenomics,Kit,1
37,PMC:11750924,Dictionary,Europe PMC,Organisms,163
37,PMC:11750924,Dictionary,Europe PMC,Gene Ontology,9
37,PMC:11750924,Dictionary,Europe PMC,Diseases,59
37,PMC:11750924,Dictionary,Europe PMC,Experimental Methods,12
37,PMC:11750924,Dictionary,Europe PMC,Chemicals,7
37,PMC:11750924,Dictionary,Europe PMC,Gene_Proteins,3
37,PMC:11750924,Dictionary,Europe PMC,Accession Numbers,3
37,PMC:11750924,ML,Europe PMC,Organisms,142
37,PMC:11750924,ML,Europe PMC,Diseases,43
37,PMC:11750924,ML,Europe PMC,Gene_Proteins,10
37,PMC:11750924,ML,Europe PMC,Experimental Methods,12
37,PMC:11750924,ML,Europe PMC,Gene Ontology,3
37,PMC:11750924,ML,Europe PMC,Chemicals,9
37,PMC:11750924,ML,Metagenomics,Body-Site,2
37,PMC:11750924,ML,Metagenomics,Engineered,7
37,PMC:11750924,ML,Metagenomics,Treatment,11
37,PMC:11750924,ML,Metagenomics,Host,39
37,PMC:11750924,ML,Metagenomics,Place,31
37,PMC:11750924,ML,Metagenomics,Date,1
37,PMC:11750924,ML,Metagenomics,Gene,24
37,PMC:11750924,ML,Metagenomics,Sample-Material,12
37,PMC:11750924,ML,Metagenomics,State,91
37,PMC:11750924,ML,Metagenomics,Kit,1
38,PMC:11661231,Dictionary,Europe PMC,Organisms,3
38,PMC:11661231,Dictionary,Europe PMC,Gene Ontology,2
38,PMC:11661231,ML,Europe PMC,Organisms,19
38,PMC:11661231,ML,Europe PMC,Gene_Proteins,1
38,PMC:11661231,ML,Metagenomics,Engineered,4
38,PMC:11661231,ML,Metagenomics,Body-Site,1
38,PMC:11661231,ML,Metagenomics,Site,1
38,PMC:11661231,ML,Metagenomics,Host,3
38,PMC:11661231,ML,Metagenomics,Place,7
38,PMC:11661231,ML,Metagenomics,Sample-Material,2
38,PMC:11661231,ML,Metagenomics,Gene,5
38,PMC:11661231,ML,Metagenomics,State,4
39,PMC:11810911,Dictionary,Europe PMC,Organisms,69
39,PMC:11810911,Dictionary,Europe PMC,Chemicals,36
39,PMC:11810911,Dictionary,Europe PMC,Gene Ontology,52
39,PMC:11810911,Dictionary,Europe PMC,Gene_Proteins,42
39,PMC:11810911,Dictionary,Europe PMC,Resources,1
39,PMC:11810911,ML,Europe PMC,Chemicals,36
39,PMC:11810911,ML,Europe PMC,Organisms,132
39,PMC:11810911,ML,Europe PMC,Gene Ontology,35
39,PMC:11810911,ML,Europe PMC,Gene_Proteins,46
39,PMC:11810911,ML,Metagenomics,Engineered,5
39,PMC:11810911,ML,Metagenomics,Body-Site,5
39,PMC:11810911,ML,Metagenomics,Sequencing,1
39,PMC:11810911,ML,Metagenomics,Ecoregion,1
39,PMC:11810911,ML,Metagenomics,Treatment,74
39,PMC:11810911,ML,Metagenomics,Site,19
39,PMC:11810911,ML,Metagenomics,Host,45
39,PMC:11810911,ML,Metagenomics,Place,2
39,PMC:11810911,ML,Metagenomics,Sample-Material,58
39,PMC:11810911,ML,Metagenomics,Gene,45
39,PMC:11810911,ML,Metagenomics,LS,4
39,PMC:11810911,ML,Metagenomics,State,118
39,PMC:11810911,ML,Metagenomics,Kit,1
40,PMC:11796411,Dictionary,Europe PMC,Organisms,34
40,PMC:11796411,Dictionary,Europe PMC,Gene_Proteins,57
40,PMC:11796411,Dictionary,Europe PMC,Gene Ontology,11
40,PMC:11796411,Dictionary,Europe PMC,Diseases,28
40,PMC:11796411,Dictionary,Europe PMC,Chemicals,29
40,PMC:11796411,Dictionary,Europe PMC,Experimental Methods,18
40,PMC:11796411,Dictionary,Europe PMC,Accession Numbers,2
40,PMC:11796411,Dictionary,Europe PMC,Resources,1
40,PMC:11796411,ML,Europe PMC,Organisms,189
40,PMC:11796411,ML,Europe PMC,Gene Ontology,12
40,PMC:11796411,ML,Europe PMC,Gene_Proteins,78
40,PMC:11796411,ML,Europe PMC,Diseases,27
40,PMC:11796411,ML,Europe PMC,Chemicals,22
40,PMC:11796411,ML,Europe PMC,Experimental Methods,17
40,PMC:11796411,ML,Metagenomics,Engineered,2
40,PMC:11796411,ML,Metagenomics,Body-Site,1
40,PMC:11796411,ML,Metagenomics,Sequencing,9
40,PMC:11796411,ML,Metagenomics,Treatment,95
40,PMC:11796411,ML,Metagenomics,Site,2
40,PMC:11796411,ML,Metagenomics,Host,4
40,PMC:11796411,ML,Metagenomics,LCM,1
40,PMC:11796411,ML,Metagenomics,Gene,45
40,PMC:11796411,ML,Metagenomics,Sample-Material,5
40,PMC:11796411,ML,Metagenomics,LS,4
40,PMC:11796411,ML,Metagenomics,State,93
40,PMC:11796411,ML,Metagenomics,Kit,3
40,PMC:11796411,ML,Metagenomics,Primer,1
41,PMC:11822112,Dictionary,Europe PMC,Gene Ontology,68
41,PMC:11822112,Dictionary,Europe PMC,Organisms,244
41,PMC:11822112,Dictionary,Europe PMC,Gene_Proteins,104
41,PMC:11822112,Dictionary,Europe PMC,Chemicals,62
41,PMC:11822112,Dictionary,Europe PMC,Experimental Methods,16
41,PMC:11822112,Dictionary,Europe PMC,Accession Numbers,8
41,PMC:11822112,Dictionary,Europe PMC,Diseases,4
41,PMC:11822112,ML,Europe PMC,Diseases,10
41,PMC:11822112,ML,Europe PMC,Organisms,255
41,PMC:11822112,ML,Europe PMC,Gene Ontology,70
41,PMC:11822112,ML,Europe PMC,Gene_Proteins,117
41,PMC:11822112,ML,Europe PMC,Chemicals,72
41,PMC:11822112,ML,Europe PMC,Experimental Methods,19
41,PMC:11822112,ML,Metagenomics,Engineered,14
41,PMC:11822112,ML,Metagenomics,Body-Site,26
41,PMC:11822112,ML,Metagenomics,Ecoregion,2
41,PMC:11822112,ML,Metagenomics,Sequencing,5
41,PMC:11822112,ML,Metagenomics,Treatment,141
41,PMC:11822112,ML,Metagenomics,Site,10
41,PMC:11822112,ML,Metagenomics,Host,61
41,PMC:11822112,ML,Metagenomics,Place,15
41,PMC:11822112,ML,Metagenomics,Sample-Material,70
41,PMC:11822112,ML,Metagenomics,Gene,77
41,PMC:11822112,ML,Metagenomics,LS,6
41,PMC:11822112,ML,Metagenomics,State,205
41,PMC:11822112,ML,Metagenomics,Kit,1
42,PMC:11786303,Dictionary,Europe PMC,Diseases,51
42,PMC:11786303,Dictionary,Europe PMC,Experimental Methods,8
42,PMC:11786303,Dictionary,Europe PMC,Organisms,97
42,PMC:11786303,Dictionary,Europe PMC,Gene_Proteins,49
42,PMC:11786303,Dictionary,Europe PMC,Chemicals,34
42,PMC:11786303,Dictionary,Europe PMC,Gene Ontology,17
42,PMC:11786303,ML,Europe PMC,Diseases,90
42,PMC:11786303,ML,Europe PMC,Organisms,142
42,PMC:11786303,ML,Europe PMC,Gene_Proteins,16
42,PMC:11786303,ML,Europe PMC,Chemicals,60
42,PMC:11786303,ML,Europe PMC,Experimental Methods,4
42,PMC:11786303,ML,Europe PMC,Gene Ontology,21
42,PMC:11786303,ML,Metagenomics,Body-Site,62
42,PMC:11786303,ML,Metagenomics,Engineered,9
42,PMC:11786303,ML,Metagenomics,Treatment,49
42,PMC:11786303,ML,Metagenomics,Host,39
42,PMC:11786303,ML,Metagenomics,Date,2
42,PMC:11786303,ML,Metagenomics,Place,1
42,PMC:11786303,ML,Metagenomics,Sample-Material,10
42,PMC:11786303,ML,Metagenomics,LS,1
42,PMC:11786303,ML,Metagenomics,Gene,1
42,PMC:11786303,ML,Metagenomics,State,228
42,PMC:11786303,ML,Metagenomics,Kit,1
43,PMC:11772312,Dictionary,Europe PMC,Chemicals,99
43,PMC:11772312,Dictionary,Europe PMC,Organisms,173
43,PMC:11772312,Dictionary,Europe PMC,Gene_Proteins,3
43,PMC:11772312,Dictionary,Europe PMC,Gene Ontology,41
43,PMC:11772312,Dictionary,Europe PMC,Diseases,14
43,PMC:11772312,Dictionary,Europe PMC,Experimental Methods,13
43,PMC:11772312,ML,Europe PMC,Chemicals,101
43,PMC:11772312,ML,Europe PMC,Organisms,192
43,PMC:11772312,ML,Europe PMC,Gene_Proteins,24
43,PMC:11772312,ML,Europe PMC,Diseases,19
43,PMC:11772312,ML,Europe PMC,Gene Ontology,31
43,PMC:11772312,ML,Europe PMC,Experimental Methods,13
43,PMC:11772312,ML,Metagenomics,Body-Site,7
43,PMC:11772312,ML,Metagenomics,Ecoregion,1
43,PMC:11772312,ML,Metagenomics,Engineered,7
43,PMC:11772312,ML,Metagenomics,Sequencing,1
43,PMC:11772312,ML,Metagenomics,Treatment,77
43,PMC:11772312,ML,Metagenomics,Site,5
43,PMC:11772312,ML,Metagenomics,Host,41
43,PMC:11772312,ML,Metagenomics,Place,15
43,PMC:11772312,ML,Metagenomics,Gene,6
43,PMC:11772312,ML,Metagenomics,Sample-Material,16
43,PMC:11772312,ML,Metagenomics,State,128
43,PMC:11772312,ML,Metagenomics,Primer,2
44,PMC:11812317,Dictionary,Europe PMC,Gene_Proteins,2
44,PMC:11812317,Dictionary,Europe PMC,Diseases,74
44,PMC:11812317,Dictionary,Europe PMC,Organisms,84
44,PMC:11812317,Dictionary,Europe PMC,Chemicals,12
44,PMC:11812317,Dictionary,Europe PMC,Gene Ontology,3
44,PMC:11812317,ML,Europe PMC,Diseases,62
44,PMC:11812317,ML,Europe PMC,Organisms,50
44,PMC:11812317,ML,Europe PMC,Gene_Proteins,3
44,PMC:11812317,ML,Europe PMC,Chemicals,16
44,PMC:11812317,ML,Europe PMC,Gene Ontology,1
45,PMC:11773214,Dictionary,Europe PMC,Diseases,12
45,PMC:11773214,Dictionary,Europe PMC,Gene Ontology,15
45,PMC:11773214,Dictionary,Europe PMC,Chemicals,51
45,PMC:11773214,Dictionary,Europe PMC,Organisms,136
45,PMC:11773214,Dictionary,Europe PMC,Gene_Proteins,20
45,PMC:11773214,Dictionary,Europe PMC,Experimental Methods,4
45,PMC:11773214,ML,Europe PMC,Diseases,13
45,PMC:11773214,ML,Europe PMC,Organisms,171
45,PMC:11773214,ML,Europe PMC,Gene Ontology,15
45,PMC:11773214,ML,Europe PMC,Experimental Methods,6
45,PMC:11773214,ML,Europe PMC,Chemicals,75
45,PMC:11773214,ML,Europe PMC,Gene_Proteins,21
45,PMC:11773214,ML,Metagenomics,Body-Site,19
45,PMC:11773214,ML,Metagenomics,Engineered,8
45,PMC:11773214,ML,Metagenomics,Treatment,103
45,PMC:11773214,ML,Metagenomics,Site,1
45,PMC:11773214,ML,Metagenomics,Host,9
45,PMC:11773214,ML,Metagenomics,Sample-Material,60
45,PMC:11773214,ML,Metagenomics,State,79
45,PMC:11773214,ML,Metagenomics,Kit,1
46,PMC:11769305,Dictionary,Europe PMC,Organisms,446
46,PMC:11769305,Dictionary,Europe PMC,Diseases,37
46,PMC:11769305,Dictionary,Europe PMC,Gene Ontology,16
46,PMC:11769305,Dictionary,Europe PMC,Chemicals,29
46,PMC:11769305,Dictionary,Europe PMC,Experimental Methods,10
46,PMC:11769305,Dictionary,Europe PMC,Accession Numbers,13
46,PMC:11769305,Dictionary,Europe PMC,Gene_Proteins,1
46,PMC:11769305,ML,Europe PMC,Organisms,277
46,PMC:11769305,ML,Europe PMC,Diseases,35
46,PMC:11769305,ML,Europe PMC,Gene Ontology,8
46,PMC:11769305,ML,Europe PMC,Chemicals,33
46,PMC:11769305,ML,Europe PMC,Gene_Proteins,6
46,PMC:11769305,ML,Europe PMC,Experimental Methods,11
46,PMC:11769305,ML,Metagenomics,Engineered,12
46,PMC:11769305,ML,Metagenomics,Body-Site,16
46,PMC:11769305,ML,Metagenomics,Ecoregion,6
46,PMC:11769305,ML,Metagenomics,Site,3
46,PMC:11769305,ML,Metagenomics,Treatment,27
46,PMC:11769305,ML,Metagenomics,Host,65
46,PMC:11769305,ML,Metagenomics,Place,76
46,PMC:11769305,ML,Metagenomics,Date,1
46,PMC:11769305,ML,Metagenomics,Sample-Material,53
46,PMC:11769305,ML,Metagenomics,LS,1
46,PMC:11769305,ML,Metagenomics,Gene,8
46,PMC:11769305,ML,Metagenomics,State,110
46,PMC:11769305,ML,Metagenomics,Kit,1
47,PMC:11805959,Dictionary,Europe PMC,Organisms,131
47,PMC:11805959,Dictionary,Europe PMC,Gene Ontology,24
47,PMC:11805959,Dictionary,Europe PMC,Chemicals,47
47,PMC:11805959,Dictionary,Europe PMC,Diseases,8
47,PMC:11805959,Dictionary,Europe PMC,Gene_Proteins,26
47,PMC:11805959,Dictionary,Europe PMC,Accession Numbers,1
47,PMC:11805959,Dictionary,Europe PMC,Experimental Methods,6
47,PMC:11805959,Dictionary,Europe PMC,Resources,1
47,PMC:11805959,ML,Europe PMC,Organisms,164
47,PMC:11805959,ML,Europe PMC,Gene Ontology,13
47,PMC:11805959,ML,Europe PMC,Chemicals,43
47,PMC:11805959,ML,Europe PMC,Diseases,8
47,PMC:11805959,ML,Europe PMC,Gene_Proteins,33
47,PMC:11805959,ML,Europe PMC,Experimental Methods,3
48,PMC:11752965,Dictionary,Europe PMC,Gene_Proteins,203
48,PMC:11752965,Dictionary,Europe PMC,Gene Ontology,12
48,PMC:11752965,Dictionary,Europe PMC,Organisms,236
48,PMC:11752965,Dictionary,Europe PMC,Experimental Methods,8
48,PMC:11752965,Dictionary,Europe PMC,Diseases,4
48,PMC:11752965,Dictionary,Europe PMC,Chemicals,1
48,PMC:11752965,ML,Europe PMC,Gene_Proteins,214
48,PMC:11752965,ML,Europe PMC,Chemicals,6
48,PMC:11752965,ML,Europe PMC,Gene Ontology,16
48,PMC:11752965,ML,Europe PMC,Organisms,275
48,PMC:11752965,ML,Europe PMC,Diseases,3
48,PMC:11752965,ML,Metagenomics,Ecoregion,1
48,PMC:11752965,ML,Metagenomics,Treatment,5
48,PMC:11752965,ML,Metagenomics,Site,2
48,PMC:11752965,ML,Metagenomics,Host,76
48,PMC:11752965,ML,Metagenomics,Place,19
48,PMC:11752965,ML,Metagenomics,Gene,72
48,PMC:11752965,ML,Metagenomics,LS,1
48,PMC:11752965,ML,Metagenomics,Sample-Material,1
48,PMC:11752965,ML,Metagenomics,State,44
48,PMC:11752965,ML,Metagenomics,Primer,1
49,PMC:11738791,Dictionary,Europe PMC,Organisms,190
49,PMC:11738791,Dictionary,Europe PMC,Gene Ontology,6
49,PMC:11738791,Dictionary,Europe PMC,Gene_Proteins,164
49,PMC:11738791,Dictionary,Europe PMC,Experimental Methods,53
49,PMC:11738791,Dictionary,Europe PMC,Diseases,27
49,PMC:11738791,Dictionary,Europe PMC,Chemicals,32
49,PMC:11738791,Dictionary,Europe PMC,Accession Numbers,7
49,PMC:11738791,ML,Europe PMC,Organisms,179
49,PMC:11738791,ML,Europe PMC,Gene Ontology,7
49,PMC:11738791,ML,Europe PMC,Gene_Proteins,110
49,PMC:11738791,ML,Europe PMC,Chemicals,18
49,PMC:11738791,ML,Europe PMC,Diseases,15
49,PMC:11738791,ML,Europe PMC,Experimental Methods,37
49,PMC:11738791,ML,Metagenomics,Sequencing,5
49,PMC:11738791,ML,Metagenomics,Engineered,6
49,PMC:11738791,ML,Metagenomics,Body-Site,3
49,PMC:11738791,ML,Metagenomics,Treatment,68
49,PMC:11738791,ML,Metagenomics,Host,12
49,PMC:11738791,ML,Metagenomics,Place,7
49,PMC:11738791,ML,Metagenomics,Gene,38
49,PMC:11738791,ML,Metagenomics,LS,1
49,PMC:11738791,ML,Metagenomics,Sample-Material,3
49,PMC:11738791,ML,Metagenomics,State,82
49,PMC:11738791,ML,Metagenomics,Primer,2
49,PMC:11738791,ML,Metagenomics,Kit,3
50,PMC:11437064,Dictionary,Europe PMC,Organisms,37
50,PMC:11437064,Dictionary,Europe PMC,Experimental Methods,17
50,PMC:11437064,Dictionary,Europe PMC,Gene_Proteins,14
50,PMC:11437064,Dictionary,Europe PMC,Diseases,7
